HJD-2450000	I_Mag	Err
6061.736370000057	16.189	0.006
6061.797300000209	16.18	0.005
6061.837350000162	16.176	0.005
6061.875229999889	16.166	0.006
6061.914030000102	16.173	0.006
6062.653460000176	16.193	0.007
6062.695460000075	16.183	0.006
6062.734910000116	16.176	0.006
6062.773370000068	16.174	0.006
6062.835620000027	16.17	0.005
6062.874270000029	16.165	0.005
6062.912289999891	16.169	0.006
6063.743819999974	16.169	0.009
6063.804849999957	16.174	0.007
6063.843410000205	16.169	0.007
6063.901099999901	16.167	0.005
6063.939619999845	16.138	0.007
6064.727539999876	16.164	0.005
6064.77603999991	16.15	0.004
6064.830399999861	16.159	0.005
6064.870409999974	16.153	0.005
6064.912390000187	16.159	0.006
6065.620289999992	16.145	0.006
6065.660560000222	16.178	0.006
6065.699140000157	16.164	0.005
6065.747260000091	16.167	0.005
6065.800939999986	16.168	0.006
6065.840110000223	16.17	0.005
6066.6252199998125	16.156	0.005
6066.663019999862	16.158	0.005
6066.70110000018	16.163	0.005
6066.751170000061	16.167	0.005
6066.804899999872	16.15	0.005
6066.846119999886	16.147	0.005
6066.886419999879	16.165	0.005
6066.924649999943	16.152	0.005
6067.609379999805	16.155	0.005
6067.649799999781	16.153	0.005
6067.687990000006	16.16	0.005
6067.726470000111	16.157	0.005
6067.7762799998745	16.162	0.005
6067.827099999879	16.146	0.005
6067.866020000074	16.145	0.005
6067.90402999986	16.15	0.005
6067.941769999918	16.132	0.006
6068.601629999932	16.154	0.006
6068.613830000162	16.15	0.006
6068.623259999789	16.156	0.005
6068.637769999914	16.157	0.005
6068.656769999769	16.151	0.005
6068.672389999963	16.136	0.005
6068.691039999947	16.158	0.005
6068.705010000151	16.155	0.005
6068.719240000006	16.151	0.005
6068.735220000148	16.154	0.005
6068.756560000125	16.148	0.005
6068.801860000007	16.144	0.005
6068.826270000078	16.147	0.005
6068.856329999864	16.165	0.005
6068.869220000226	16.147	0.005
6068.877650000155	16.155	0.005
6068.907689999789	16.13	0.005
6068.941870000213	16.144	0.006
6069.633760000113	16.135	0.006
6069.690229999833	16.145	0.004
6069.731989999767	16.135	0.005
6069.784889999777	16.149	0.004
6069.840590000153	16.143	0.005
6069.88116999995	16.139	0.005
6069.91941000009	16.14	0.004
6070.601360000204	16.14	0.007
6070.639589999802	16.144	0.007
6070.679419999942	16.154	0.005
6070.717769999988	16.145	0.005
6070.766090000048	16.141	0.005
6070.816449999809	16.134	0.005
6070.856259999797	16.127	0.005
6070.894830000121	16.137	0.006
6070.933939999901	16.137	0.005
6071.601600000169	16.138	0.006
6071.680490000173	16.144	0.006
6071.719159999862	16.128	0.005
6071.76707000006	16.137	0.005
6071.820880000014	16.127	0.005
6071.8601500000805	16.117	0.006
6071.898500000127	16.117	0.005
6071.936019999906	16.133	0.007
6075.593979999889	16.116	0.005
6075.633340000175	16.114	0.005
6075.671790000051	16.103	0.004
6075.713239999954	16.116	0.006
6075.777410000097	16.104	0.005
6075.815899999812	16.104	0.005
6075.8604500000365	16.106	0.005
6076.586720000021	16.104	0.005
6076.624969999772	16.109	0.005
6076.675160000101	16.099	0.006
6076.722320000175	16.099	0.005
6076.770870000124	16.105	0.005
6076.80989000015	16.106	0.005
6076.852080000099	16.09	0.005
6076.898539999966	16.083	0.005
6076.942739999853	16.072	0.007
6077.734680000227	16.102	0.005
6077.796659999993	16.121	0.004
6077.844159999862	16.106	0.004
6077.887740000151	16.109	0.005
6077.926440000068	16.104	0.004
6078.608469999861	16.112	0.006
6078.646240000147	16.084	0.005
6078.68460999988	16.096	0.005
6078.734740000218	16.097	0.005
6078.788680000231	16.099	0.005
6078.826940000057	16.092	0.005
6078.871050000191	16.077	0.005
6078.909190000035	16.071	0.005
6079.573410000186	16.093	0.005
6079.612710000016	16.088	0.005
6079.6506400001235	16.089	0.005
6079.696529999841	16.086	0.005
6079.762180000078	16.086	0.005
6079.8033400001	16.081	0.005
6079.854090000037	16.078	0.005
6079.891909999773	16.084	0.005
6079.9316799999215	16.076	0.005
6080.583050000016	16.078	0.006
6080.621069999877	16.083	0.006
6080.659289999865	16.077	0.005
6080.7074899999425	16.066	0.005
6080.74888999993	16.067	0.006
6080.788550000172	16.066	0.005
6080.8368799998425	16.081	0.005
6080.884349999949	16.076	0.006
6080.92910999991	16.078	0.005
6081.578770000022	16.063	0.007
6081.616580000147	16.059	0.006
6081.657480000053	16.08	0.006
6081.702930000145	16.068	0.005
6081.74132000003	16.05	0.005
6081.789890000131	16.059	0.005
6081.838630000129	16.076	0.005
6081.878779999912	16.058	0.005
6081.92694000015	16.055	0.007
6082.6105399997905	16.076	0.008
6082.64925999986	16.072	0.008
6082.700329999905	16.076	0.008
6082.7376000001095	16.068	0.008
6082.814979999792	16.058	0.007
6082.852890000213	16.07	0.008
6082.894530000165	16.052	0.008
6085.57378999982	16.039	0.006
6085.625320000108	16.036	0.007
6085.661689999979	16.031	0.005
6085.695100000128	16.041	0.007
6085.785660000052	16.047	0.006
6085.824570000172	16.038	0.006
6085.864269999787	16.042	0.009
6086.556419999804	16.035	0.005
6086.597680000123	16.023	0.005
6086.640930000227	16.031	0.005
6086.679779999889	16.039	0.005
6086.72936000023	16.019	0.004
6086.7811699998565	16.031	0.005
6086.822009999771	16.037	0.005
6086.870879999828	16.036	0.006
6086.9134599999525	16.034	0.006
6087.57667999994	16.048	0.004
6087.614550000057	16.041	0.005
6087.769909999799	16.018	0.005
6087.82041000016	16.012	0.005
6087.86082000006	16.021	0.005
6088.586870000232	16.017	0.005
6088.625159999821	16.017	0.005
6088.663060000166	16.02	0.004
6089.629019999877	16.008	0.004
6089.668120000046	16.008	0.004
6089.727669999935	16.006	0.004
6089.777129999828	15.981	0.004
6089.817329999991	16.013	0.004
6089.916259999853	16.003	0.006
6092.585210000165	15.988	0.005
6092.623259999789	15.993	0.005
6092.663619999774	15.992	0.005
6092.781390000135	15.984	0.004
6092.8615000001155	15.969	0.005
6092.910649999976	15.976	0.006
6093.578319999855	15.975	0.005
6093.617670000065	15.981	0.005
6093.655520000029	15.985	0.005
6093.703290000092	15.99	0.005
6093.778200000059	15.972	0.006
6093.8178599998355	16.006	0.006
6093.856660000049	15.969	0.005
6094.577570000198	15.98	0.007
6094.629060000181	15.975	0.005
6094.666629999876	15.963	0.005
6094.71566999983	15.962	0.005
6094.763530000113	15.957	0.005
6094.801899999846	15.96	0.005
6094.841479999945	15.963	0.005
6094.891460000072	15.955	0.007
6096.589480000082	15.95	0.005
6096.632350000087	15.948	0.005
6096.674970000051	15.951	0.005
6096.749739999883	15.943	0.006
6096.787609999999	15.951	0.006
6096.82976000011	15.932	0.005
6096.869810000062	15.944	0.006
6097.6637599999085	15.931	0.005
6097.727010000031	15.949	0.006
6097.7753400001675	15.937	0.006
6097.813149999827	15.939	0.005
6097.850790000055	15.94	0.005
6097.891189999878	15.932	0.006
6098.566279999912	15.957	0.006
6098.610090000089	15.951	0.006
6098.647729999851	15.943	0.005
6098.686189999804	15.926	0.005
6098.749210000038	15.943	0.005
6098.789609999862	15.926	0.005
6098.828480000142	15.939	0.005
6098.866520000156	15.927	0.006
6099.6266800002195	15.941	0.005
6099.72714000009	15.927	0.007
6099.836319999769	15.904	0.006
6100.539390000049	15.923	0.006
6100.597479999997	15.912	0.006
6100.63479000004	15.935	0.005
6100.6829400002025	15.915	0.004
6100.733959999867	15.906	0.005
6100.771850000136	15.928	0.006
6100.822240000125	15.914	0.006
6100.860129999928	15.903	0.006
6101.536259999964	15.911	0.005
6101.574049999937	15.887	0.005
6101.612100000028	15.909	0.004
6101.651649999898	15.903	0.004
6101.703920000233	15.912	0.004
6101.751740000211	15.909	0.004
6101.791000000201	15.914	0.004
6101.834379999898	15.91	0.005
6102.538379999809	15.908	0.005
6102.586300000083	15.906	0.005
6102.633990000002	15.908	0.005
6102.672989999875	15.897	0.005
6102.713510000147	15.893	0.004
6102.751449999865	15.899	0.004
6102.791550000198	15.913	0.004
6102.832030000165	15.898	0.005
6102.869580000173	15.894	0.005
6103.48909999989	15.926	0.006
6103.543819999788	15.885	0.005
6103.583409999963	15.885	0.005
6103.634130000137	15.89	0.004
6103.681249999907	15.884	0.004
6103.721950000152	15.901	0.004
6103.761770000216	15.901	0.005
6103.782180000097	15.889	0.004
6103.831240000203	15.881	0.005
6104.491270000115	15.89	0.006
6104.5436999998055	15.89	0.004
6104.581269999966	15.875	0.004
6104.617399999872	15.878	0.004
6104.666590000037	15.88	0.004
6104.706819999963	15.884	0.004
6104.747719999868	15.874	0.004
6104.787239999976	15.859	0.004
6104.833279999904	15.868	0.004
6104.869330000132	15.868	0.005
6105.515970000066	15.872	0.005
6105.553900000174	15.89	0.006
6105.60223999992	15.853	0.004
6105.6656599999405	15.853	0.005
6105.706009999849	15.86	0.004
6105.745639999863	15.886	0.005
6106.5652800002135	15.839	0.005
6106.649480000138	15.84	0.005
6108.515920000151	15.786	0.005
6108.554649999831	15.782	0.004
6108.604449999984	15.806	0.005
6108.646149999928	15.786	0.004
6108.701030000113	15.791	0.004
6108.73890999984	15.786	0.004
6108.779459999874	15.777	0.004
6108.821450000163	15.788	0.004
6108.8572999998	15.778	0.004
6109.570460000075	15.802	0.008
6109.665209999774	15.748	0.005
6109.7052000002	15.733	0.004
6109.742550000083	15.723	0.004
6109.786079999991	15.733	0.005
6109.826129999943	15.706	0.005
6109.8661400000565	15.733	0.005
6113.527840000112	15.426	0.004
6113.56501000002	15.46	0.004
6113.602919999976	15.48	0.004
6113.642769999802	15.516	0.004
6113.68359000003	15.525	0.004
6113.722599999979	15.546	0.004
6113.761020000093	15.577	0.004
6113.798770000227	15.601	0.004
6113.839490000159	15.6	0.004
6113.856790000107	15.612	0.005
6114.538699999917	15.759	0.006
6114.5734600001015	15.758	0.005
6114.635520000011	15.773	0.005
6114.707210000139	15.768	0.004
6114.745010000188	15.784	0.004
6114.783400000073	15.773	0.004
6114.824039999861	15.771	0.005
6114.856960000005	15.771	0.006
6115.47564999992	15.804	0.005
6115.509920000099	15.81	0.005
6115.547369999811	15.798	0.004
6115.597399999853	15.815	0.004
6115.645459999796	15.808	0.004
6115.697639999911	15.797	0.005
6115.763009999879	15.795	0.005
6115.8151199999265	15.808	0.006
6116.508729999885	15.809	0.004
6116.5504399999045	15.807	0.004
6116.5892799999565	15.806	0.004
6116.646790000144	15.817	0.004
6116.6852699997835	15.815	0.004
6116.730849999934	15.8	0.004
6116.76986999996	15.807	0.004
6116.8129199999385	15.807	0.005
6117.490460000001	15.808	0.005
6117.528140000068	15.786	0.004
6117.565609999932	15.791	0.004
6117.61549999984	15.772	0.004
6117.66724999994	15.771	0.004
6117.706040000077	15.789	0.004
6117.745620000176	15.771	0.005
6117.78376000002	15.772	0.004
6117.821729999967	15.759	0.004
6118.47526000021	15.736	0.005
6118.518459999934	15.74	0.004
6118.557380000129	15.747	0.004
6118.598050000146	15.737	0.004
6118.664510000031	15.743	0.004
6118.707020000089	15.746	0.004
6118.746019999962	15.737	0.004
6118.783389999997	15.733	0.004
6118.820869999938	15.727	0.004
6118.842860000208	15.73	0.004
6119.473950000014	15.687	0.005
6119.507540000137	15.694	0.005
6119.547919999808	15.681	0.004
6119.595850000158	15.669	0.004
6119.647330000065	15.677	0.004
6119.686249999795	15.671	0.004
6119.751379999798	15.665	0.005
6119.79104000004	15.675	0.005
6119.819029999897	15.666	0.003
6120.502080000006	15.638	0.005
6120.534849999938	15.634	0.005
6120.588030000217	15.62	0.004
6120.646019999869	15.636	0.004
6120.691660000011	15.617	0.004
6120.731250000186	15.62	0.004
6120.772009999957	15.611	0.005
6120.815760000143	15.606	0.004
6121.469049999956	15.615	0.004
6121.489080000203	15.619	0.004
6121.526550000068	15.637	0.004
6121.564290000126	15.618	0.003
6121.621449999977	15.622	0.003
6121.669639999978	15.634	0.003
6121.695309999865	15.634	0.003
6121.733700000215	15.626	0.003
6121.773380000144	15.637	0.004
6122.716550000012	15.643	0.003
6122.720110000111	15.661	0.003
6122.737920000218	15.654	0.003
6122.742080000229	15.657	0.003
6123.5050200000405	15.663	0.005
6123.540049999952	15.674	0.004
6123.577430000063	15.667	0.004
6123.635910000186	15.652	0.004
6123.67742000008	15.656	0.004
6123.715340000112	15.657	0.005
6123.753599999938	15.662	0.004
6123.795659999829	15.654	0.004
6123.825989999808	15.661	0.004
6124.484019999858	15.679	0.005
6124.524410000071	15.677	0.004
6124.583690000232	15.659	0.004
6124.654870000202	15.669	0.004
6124.695499999914	15.663	0.004
6124.734929999802	15.667	0.004
6124.776260000188	15.66	0.004
6124.81669999985	15.654	0.004
6125.538420000114	15.65	0.004
6125.588380000088	15.643	0.004
6125.655650000088	15.656	0.004
6125.698270000052	15.656	0.004
6125.742320000194	15.652	0.004
6125.784179999959	15.658	0.004
6125.82639000006	15.663	0.005
6126.527160000056	15.661	0.004
6126.573330000043	15.664	0.005
6126.619150000159	15.662	0.004
6126.689040000085	15.657	0.004
6126.733930000104	15.64	0.004
6127.475990000181	15.64	0.005
6127.518900000025	15.636	0.004
6127.562770000193	15.637	0.005
6127.655819999985	15.632	0.004
6127.751929999795	15.633	0.005
6128.529240000062	15.62	0.003
6128.568369999994	15.623	0.003
6128.615439999849	15.629	0.004
6128.66054000007	15.62	0.003
6128.764740000013	15.607	0.004
6129.6446000002325	15.614	0.003
6130.565719999839	15.61	0.004
6130.587249999866	15.626	0.004
6130.702579999808	15.609	0.004
6130.77435000008	15.611	0.004
6131.502689999994	15.612	0.004
6131.549740000162	15.598	0.004
6131.615329999942	15.603	0.003
6131.661280000117	15.594	0.003
6131.729729999788	15.591	0.003
6131.7800400001	15.614	0.003
6132.5519500002265	15.598	0.004
6132.637850000057	15.599	0.004
6132.685550000053	15.608	0.004
6132.760040000081	15.592	0.004
6133.535889999941	15.592	0.005
6133.581670000218	15.584	0.004
6133.637899999972	15.601	0.004
6133.689660000149	15.576	0.004
6133.7389000002295	15.582	0.004
6134.504310000222	15.589	0.005
6134.5490899998695	15.577	0.004
6134.590369999874	15.575	0.005
6134.658629999962	15.588	0.005
6134.7105299998075	15.598	0.005
6135.488580000121	15.565	0.004
6135.531570000108	15.581	0.004
6135.59085999988	15.584	0.004
6135.658040000126	15.575	0.005
6135.707070000004	15.568	0.004
6135.7544700000435	15.55	0.004
6135.79533000011	15.563	0.004
6136.5011300002225	15.583	0.005
6136.703610000201	15.57	0.004
6140.491710000206	15.529	0.005
6140.531119999941	15.542	0.005
6140.581679999828	15.538	0.004
6140.632410000078	15.532	0.004
6140.6716000000015	15.533	0.005
6140.714769999962	15.54	0.007
6140.754519999959	15.544	0.006
6141.479330000002	15.534	0.005
6141.518540000077	15.547	0.004
6141.556570000015	15.539	0.004
6141.607019999996	15.555	0.005
6141.6541800000705	15.537	0.004
6141.693250000011	15.536	0.004
6141.733270000201	15.547	0.005
6141.771569999866	15.536	0.004
6142.517920000013	15.562	0.005
6142.5631300001405	15.567	0.005
6142.646980000194	15.547	0.005
6143.528799999971	15.553	0.005
6143.636140000075	15.573	0.005
6143.6931099998765	15.551	0.005
6145.63526999997	15.569	0.005
6147.501470000017	15.56	0.004
6147.540469999891	15.571	0.004
6147.591659999918	15.568	0.004
6147.634370000102	15.559	0.005
6147.689790000208	15.557	0.005
6148.482189999893	15.56	0.003
6148.521929999813	15.566	0.003
6148.572079999838	15.565	0.003
6148.625870000105	15.557	0.003
6148.664869999979	15.572	0.003
6148.710630000103	15.549	0.004
6149.553280000109	15.564	0.004
6149.59225000022	15.568	0.004
6149.738299999852	15.578	0.005
6150.52304999996	15.575	0.004
6150.562779999804	15.57	0.004
6150.613590000197	15.59	0.005
6150.665310000069	15.572	0.005
6151.526899999939	15.598	0.005
6151.567890000064	15.587	0.005
6151.60802000016	15.577	0.004
6151.646509999875	15.579	0.004
6151.689290000126	15.586	0.004
6151.727460000198	15.567	0.004
6152.4985699998215	15.58	0.004
6152.537219999824	15.578	0.004
6152.591070000082	15.577	0.004
6152.641540000215	15.588	0.004
6152.695919999853	15.59	0.003
6153.67173000006	15.589	0.004
6154.485510000028	15.606	0.004
6154.525580000132	15.596	0.004
6154.588489999995	15.608	0.004
6154.679889999796	15.595	0.004
6154.721210000105	15.609	0.004
6157.639130000025	15.639	0.005
6157.676140000112	15.62	0.004
6157.719099999871	15.622	0.005
6158.5148499999195	15.642	0.004
6158.5743999998085	15.645	0.004
6158.616450000089	15.648	0.004
6158.656839999836	15.634	0.004
6158.696719999891	15.639	0.004
6158.733419999946	15.651	0.004
6159.5231900000945	15.66	0.005
6159.577490000054	15.653	0.004
6159.628169999924	15.666	0.004
6159.70037000021	15.644	0.004
6160.504379999824	15.66	0.004
6160.577370000072	15.656	0.004
6160.619200000074	15.667	0.004
6160.65952999983	15.677	0.004
6160.714209999889	15.66	0.004
6161.501699999906	15.662	0.005
6161.54243999999	15.675	0.005
6161.5940800001845	15.666	0.005
6161.649569999892	15.672	0.005
6161.663850000128	15.672	0.005
6161.709009999875	15.726	0.005
6164.531599999871	15.699	0.005
6164.581559999846	15.716	0.005
6164.635830000043	15.705	0.005
6164.683170000091	15.736	0.006
6164.691279999912	15.729	0.006
6165.587330000009	15.726	0.005
6166.5185500001535	15.776	0.005
6166.59693	15.721	0.004
6166.664199999999	15.721	0.004
6167.523959999904	15.754	0.004
6167.573559999932	15.75	0.005
6167.617289999966	15.739	0.006
6167.66575000016	15.73	0.006
6168.520949999802	15.743	0.004
6168.576700000092	15.758	0.004
6168.647080000024	15.762	0.004
6168.686749999877	15.749	0.004
6169.507900000084	15.753	0.005
6169.566949999891	15.775	0.004
6169.608250000048	15.767	0.004
6169.648419999983	15.768	0.004
6169.686939999927	15.758	0.005
6171.509860000107	15.784	0.004
6171.561639999971	15.777	0.004
6171.612790000159	15.797	0.005
6171.655309999827	15.789	0.004
6171.698119999841	15.795	0.005
6172.520669999998	15.807	0.004
6172.570489999838	15.796	0.004
6172.621559999883	15.8	0.004
6172.659789999947	15.808	0.004
6174.589879999869	15.83	0.005
6174.624249999877	15.824	0.006
6175.482100000139	15.822	0.004
6175.532579999883	15.832	0.005
6175.570789999794	15.847	0.006
6175.609290000051	15.827	0.004
6175.653719999827	15.833	0.006
6179.482369999867	15.857	0.005
6179.546089999843	15.886	0.006
6179.58796000015	15.883	0.006
6179.628839999903	15.882	0.006
6179.666300000157	15.859	0.006
6180.5183000001125	15.88	0.005
6180.572089999914	15.874	0.005
6180.612980000209	15.857	0.006
6180.649799999781	15.869	0.006
6181.478289999999	15.911	0.006
6181.532809999771	15.897	0.004
6181.571239999961	15.903	0.004
6181.61361999996	15.904	0.005
6182.479379999917	15.902	0.006
6182.534219999798	15.912	0.005
6182.582520000171	15.905	0.005
6182.627150000073	15.901	0.005
6183.516079999972	15.911	0.004
6183.566920000128	15.922	0.004
6183.617269999813	15.919	0.005
6184.496739999857	15.918	0.005
6184.570929999929	15.93	0.004
6184.618230000138	15.935	0.005
6185.4810600001365	15.956	0.005
6185.538660000078	15.942	0.004
6185.579119999893	15.939	0.004
6185.625370000023	15.939	0.005
6186.493559999857	15.957	0.006
6186.550679999869	15.952	0.005
6186.590350000188	15.952	0.005
6190.489240000024	16.004	0.006
6190.529920000117	15.994	0.005
6190.588560000062	15.981	0.005
6191.488049999811	15.981	0.006
6191.543759999797	15.994	0.006
6191.582189999986	15.993	0.006
6191.624689999968	15.984	0.005
6195.514599999879	16.013	0.005
6195.555259999819	16.019	0.005
6195.5939199998975	16.032	0.005
6195.631779999938	16.036	0.005
6196.513689999934	16.031	0.006
6196.552279999945	16.019	0.006
6196.591610000003	16.041	0.006
6196.628829999827	16.047	0.006
6197.51538999984	16.038	0.006
6197.554030000232	16.04	0.006
6197.5947699998505	16.038	0.007
6198.560390000232	16.057	0.007
6199.516199999955	16.056	0.008
6200.587460000068	16.067	0.007
6201.527259999886	16.086	0.009
6202.564739999827	16.088	0.007
6203.504490000196	16.071	0.007
6203.555639999919	16.061	0.008
6203.594330000225	16.093	0.008
6204.502390000038	16.071	0.006
6204.516480000224	16.085	0.005
6204.547660000157	16.11	0.006
6204.5857799998485	16.097	0.006
6205.488839999773	16.09	0.006
6205.532010000199	16.112	0.005
6205.5700699999	16.094	0.005
6205.606279999949	16.102	0.005
6209.550869999919	16.121	0.007
6210.502919999883	16.111	0.006
6210.541360000148	16.124	0.006
6210.580159999896	16.112	0.006
6211.504699999932	16.133	0.006
6211.547059999779	16.129	0.006
6211.5855299998075	16.112	0.006
6212.504139999859	16.125	0.006
6212.54253999982	16.146	0.005
6212.579619999975	16.124	0.005
6213.5191899999045	16.149	0.006
6213.55700000003	16.135	0.008
6214.5110499998555	16.147	0.006
6214.552389999852	16.135	0.007
6214.573489999864	16.131	0.007
6216.523010000121	16.132	0.006
6216.561879999936	16.155	0.006
6217.509579999838	16.16	0.005
6217.547439999878	16.176	0.005
6218.492560000159	16.161	0.007
6218.53096000012	16.147	0.007
6218.569159999955	16.142	0.007
6219.515689999796	16.186	0.006
6219.55410999991	16.182	0.006
6221.5352599998005	16.163	0.01
6221.54784000013	16.197	0.009
6223.546990000177	16.166	0.007
6226.529899999965	16.213	0.009
6231.502830000129	16.206	0.007
6232.503969999962	16.196	0.008
6233.532980000135	16.205	0.008
6234.527009999845	16.232	0.008
6238.52266999986	16.214	0.008
6239.524389999919	16.255	0.008
